12.621442,-10.073326,-13.497727,4.013691,12.602214,7.579859,10.221955,9.893476,14.902433,-13.417530,2.137416,0.888656,7.139179,-5.827974,2.367393
12.647626,-10.030608,-13.486175,4.020698,12.634912,7.582253,10.255826,9.944025,14.931841,-13.366086,2.155556,0.892717,7.165798,-5.785983,2.382880
12.675300,-9.985018,-13.471397,4.030490,12.669349,7.586998,10.290915,9.996909,14.963263,-13.312359,2.176396,0.899415,7.194925,-5.740757,2.398457
12.704463,-9.936556,-13.453393,4.043068,12.705523,7.594093,10.327221,10.052127,14.996698,-13.256350,2.199936,0.908752,7.226560,-5.692298,2.414125
12.735114,-9.885221,-13.432163,4.058432,12.743436,7.603537,10.364744,10.109680,15.032147,-13.198060,2.226176,0.920728,7.260704,-5.640605,2.429885
12.767255,-9.831015,-13.407708,4.076581,12.783087,7.615332,10.403484,10.169566,15.069610,-13.137487,2.255115,0.935341,7.297355,-5.585677,2.445735
12.800775,-9.773868,-13.379942,4.097516,12.824375,7.629534,10.443318,10.231611,15.109010,-13.074795,2.286727,0.952662,7.336445,-5.527469,2.461699
12.835676,-9.713781,-13.348866,4.121236,12.867299,7.646143,10.484247,10.295816,15.150348,-13.009984,2.321013,0.972691,7.377974,-5.465979,2.477777
12.871957,-9.650754,-13.314479,4.147742,12.911861,7.665161,10.526269,10.362180,15.193622,-12.943053,2.357972,0.995427,7.421940,-5.401207,2.493970
12.909619,-9.584787,-13.276782,4.177034,12.958060,7.686585,10.569385,10.430703,15.238833,-12.874003,2.397605,1.020871,7.468346,-5.333154,2.510276
12.948660,-9.515881,-13.235775,4.209112,13.005895,7.710418,10.613595,10.501386,15.285982,-12.802833,2.439910,1.049022,7.517190,-5.261819,2.526697
12.988964,-9.446056,-13.191337,4.243981,13.055227,7.736726,10.658680,10.573923,15.334967,-12.730544,2.484856,1.079960,7.568393,-5.188151,2.543254
13.030531,-9.375315,-13.143468,4.281641,13.106056,7.765511,10.704639,10.648316,15.385787,-12.657137,2.532443,1.113683,7.621955,-5.112150,2.559947
13.073361,-9.304120,-13.092169,4.322092,13.158381,7.796773,10.751472,10.724564,15.438444,-12.582610,2.582670,1.150192,7.677877,-5.033815,2.576778
13.117453,-9.232654,-13.037440,4.365334,13.212204,7.830510,10.799180,10.802667,15.492937,-12.507501,2.635537,1.189487,7.736158,-4.953317,2.593745
13.162808,-9.160918,-12.979279,4.411367,13.267522,7.866725,10.847763,10.882624,15.549265,-12.433168,2.691045,1.231567,7.796798,-4.872494,2.610848
13.209232,-9.089003,-12.917941,4.460198,13.323462,7.905511,10.896192,10.962753,15.606916,-12.359395,2.749139,1.276548,7.859660,-4.791440,2.628109
13.256727,-9.016909,-12.853423,4.511826,13.380023,7.946870,10.944467,11.043051,15.665889,-12.286185,2.809821,1.324429,7.924744,-4.710155,2.645527
13.305291,-8.944636,-12.785727,4.566253,13.437204,7.990801,10.992573,11.123520,15.726183,-12.213544,2.873090,1.375210,7.992049,-4.628640,2.663103
13.354925,-8.872186,-12.714947,4.623477,13.494833,8.037305,11.039747,11.203168,15.787799,-12.141477,2.938946,1.428891,8.061575,-4.546898,2.680836
13.405629,-8.799558,-12.642953,4.683499,13.551769,8.086381,11.085999,11.281882,15.850194,-12.069989,3.007390,1.485472,8.133323,-4.464929,2.698727
13.456384,-8.726820,-12.570090,4.746220,13.608186,8.137241,11.131608,11.359883,15.912128,-11.998870,3.077456,1.543846,8.205634,-4.382818,2.716779
13.507190,-8.653972,-12.496370,4.811639,13.664083,8.189883,11.176571,11.437160,15.973599,-11.928122,3.149145,1.604014,8.278507,-4.300565,2.734991
13.558047,-8.581014,-12.421805,4.879758,13.719456,8.244308,11.220886,11.513703,16.034604,-11.857746,3.222456,1.665974,8.351942,-4.218172,2.753364
13.608307,-8.507946,-12.346407,4.950576,13.774305,8.300268,11.264551,11.589503,16.095142,-11.787745,3.297311,1.729065,8.424948,-4.135638,2.771898
13.657750,-8.434770,-12.270190,5.023758,13.828627,8.356787,11.307564,11.664549,16.155211,-11.718121,3.371919,1.792772,8.497473,-4.052964,2.790593
13.706607,-8.361526,-12.193452,5.096989,13.882597,8.413725,11.350165,11.738397,16.215812,-11.648735,3.446337,1.856928,8.569640,-3.970205,2.809405
13.754877,-8.288217,-12.116200,5.170266,13.936217,8.471081,11.392356,11.811027,16.276941,-11.579590,3.520565,1.921529,8.641445,-3.887361,2.828335
13.802556,-8.214841,-12.038439,5.243591,13.989483,8.528853,11.434133,11.882417,16.338594,-11.510685,3.594601,1.986575,8.712887,-3.804432,2.847381
13.849642,-8.141398,-11.960173,5.316963,14.042396,8.587040,11.475497,11.952548,16.400768,-11.442022,3.668446,2.052062,8.783963,-3.721419,2.866544
13.896135,-8.067890,-11.881409,5.390382,14.094955,8.645640,11.516447,12.021401,16.463460,-11.373602,3.742098,2.117989,8.854673,-3.638321,2.885825
13.942243,-7.994343,-11.802330,5.463828,14.147281,8.704519,11.557140,12.089336,16.529028,-11.305335,3.815617,2.184205,8.925130,-3.555175,2.905151
13.987966,-7.920757,-11.722940,5.537301,14.199374,8.763677,11.597576,12.156344,16.597376,-11.237223,3.889002,2.250709,8.995332,-3.471981,2.924522
14.033304,-7.847132,-11.643241,5.610801,14.251234,8.823113,11.637755,12.222417,16.668401,-11.169265,3.962252,2.317500,9.065280,-3.388738,2.943939
14.078255,-7.773470,-11.563234,5.684329,14.302859,8.882825,11.677676,12.287545,16.741992,-11.101463,4.035368,2.384576,9.134971,-3.305448,2.963401
14.122818,-7.699768,-11.482921,5.757883,14.354250,8.942814,11.717339,12.351721,16.818035,-11.033815,4.108350,2.451939,9.204405,-3.222109,2.982909
14.167137,-7.626045,-11.402418,5.831452,14.405491,9.002991,11.756848,12.415220,16.895955,-10.966266,4.181238,2.519488,9.273664,-3.138745,3.002372
14.211211,-7.552299,-11.321725,5.905037,14.456581,9.063357,11.796203,12.478038,16.975681,-10.898815,4.254033,2.587226,9.342746,-3.055355,3.021790
14.255040,-7.478532,-11.240843,5.978635,14.507521,9.123910,11.835404,12.540171,17.057139,-10.831461,4.326734,2.655150,9.411651,-2.971941,3.041145
14.298624,-7.404742,-11.159772,6.052249,14.558310,9.184651,11.874450,12.601616,17.140254,-10.764206,4.399341,2.723261,9.480378,-2.888501,3.060438
14.341961,-7.330931,-11.078514,6.125877,14.608948,9.245579,11.913341,12.662370,17.224947,-10.697050,4.471855,2.791559,9.548928,-2.805036,3.079669
14.385147,-7.257109,-10.997142,6.199512,14.659492,9.306634,11.952144,12.721041,17.310917,-10.629956,4.544302,2.859977,9.617355,-2.721561,3.098861
14.428180,-7.183276,-10.915655,6.273152,14.709942,9.367816,11.990858,12.777591,17.398111,-10.562924,4.616683,2.928517,9.685660,-2.638076,3.118012
14.471060,-7.109433,-10.834054,6.346798,14.760297,9.429124,12.029483,12.831986,17.486472,-10.495955,4.688998,2.997179,9.753842,-2.554581,3.137124
14.513788,-7.035578,-10.752339,6.420449,14.810557,9.490559,12.068020,12.884195,17.575944,-10.429049,4.761246,3.065961,9.821900,-2.471077,3.156197
14.556364,-6.961713,-10.670511,6.494107,14.860722,9.552121,12.106468,12.934188,17.666469,-10.362206,4.833427,3.134863,9.889836,-2.387562,3.175230
14.598849,-6.887845,-10.588616,6.567764,14.910831,9.613768,12.144870,12.982351,17.757964,-10.295403,4.905561,3.203844,9.957686,-2.304049,3.194244
14.641243,-6.813974,-10.506654,6.641421,14.960883,9.675502,12.183226,13.028665,17.850377,-10.228641,4.977646,3.272902,10.025450,-2.220536,3.213240
14.683547,-6.740099,-10.424626,6.715078,15.010879,9.737321,12.221536,13.073112,17.943653,-10.161918,5.049683,3.342038,10.093129,-2.137023,3.232216
14.725760,-6.666221,-10.342530,6.788734,15.060817,9.799226,12.259799,13.115678,18.037740,-10.095237,5.121672,3.411252,10.160722,-2.053511,3.251174
14.767883,-6.592340,-10.260369,6.862389,15.110699,9.861217,12.298017,13.156348,18.132583,-10.028595,5.193612,3.480543,10.228229,-1.970000,3.270113
14.809956,-6.518460,-10.178170,6.936041,15.160549,9.923266,12.336215,13.195582,18.228160,-9.961980,5.265517,3.549883,10.295676,-1.886497,3.289052
14.851979,-6.444582,-10.095935,7.009687,15.210369,9.985374,12.374394,13.233374,18.324415,-9.895391,5.337386,3.619273,10.363064,-1.803000,3.307991
14.893953,-6.370705,-10.013663,7.083329,15.260157,10.047541,12.412555,13.269715,18.421288,-9.828829,5.409220,3.688711,10.430391,-1.719512,3.326931
14.935877,-6.296829,-9.931354,7.156967,15.309914,10.109766,12.450697,13.304599,18.518724,-9.762292,5.481017,3.758198,10.497659,-1.636030,3.345871
14.977751,-6.222955,-9.849009,7.230600,15.359640,10.172049,12.488819,13.338022,18.616663,-9.695782,5.552779,3.827735,10.564867,-1.552557,3.364811
15.019603,-6.149086,-9.766646,7.304225,15.409353,10.234373,12.526941,13.370433,18.715236,-9.629289,5.624514,3.897301,10.632033,-1.469095,3.383769
15.061433,-6.075221,-9.684265,7.377843,15.459051,10.296736,12.565061,13.401830,18.814324,-9.562814,5.696221,3.966898,10.699156,-1.385645,3.402746
15.103240,-6.001361,-9.601868,7.451454,15.508736,10.359139,12.603180,13.432210,18.913812,-9.496356,5.767901,4.036525,10.766237,-1.302208,3.421741
15.145024,-5.927505,-9.519453,7.525057,15.558407,10.421583,12.641297,13.461573,19.013583,-9.429915,5.839553,4.106181,10.833276,-1.218783,3.440753
15.186786,-5.853655,-9.437020,7.598653,15.608064,10.484066,12.679414,13.489915,19.113524,-9.363492,5.911178,4.175868,10.900273,-1.135370,3.459784
15.228544,-5.779810,-9.354582,7.672240,15.657719,10.546578,12.717540,13.515558,19.213386,-9.297080,5.982782,4.245572,10.967240,-1.051972,3.478849
15.270298,-5.705971,-9.272138,7.745818,15.707373,10.609118,12.755677,13.538485,19.313136,-9.230680,6.054364,4.315295,11.034178,-0.968588,3.497949
15.312047,-5.632138,-9.189689,7.819387,15.757025,10.671686,12.793825,13.558682,19.412742,-9.164290,6.125926,4.385036,11.101086,-0.885219,3.517084
15.353792,-5.558312,-9.107234,7.892947,15.806675,10.734281,12.831983,13.576142,19.512172,-9.097912,6.197466,4.454794,11.167964,-0.801865,3.536253
15.395533,-5.484491,-9.024773,7.966499,15.856324,10.796905,12.870151,13.590858,19.611397,-9.031545,6.268985,4.524571,11.234813,-0.718525,3.555457
15.437281,-5.410678,-8.942316,8.040040,15.905978,10.859548,12.908336,13.604780,19.710241,-8.965187,6.340486,4.594356,11.301640,-0.635203,3.574709
15.479036,-5.336874,-8.859861,8.113570,15.955637,10.922210,12.946538,13.617907,19.808632,-8.898837,6.411969,4.664151,11.368445,-0.551898,3.594010
