-6.718204,9.940373,-8.463891,-11.717572,1.788770,-5.022319,-11.868860,4.415443,-0.736838,11.741700,-4.780221,0.983978,0.209923,9.591491,0.654968,12.079012,-8.570049,-11.541466,-4.258393,6.847636,10.737213,-3.765352,14.880378,-6.345469,-1.730429
-6.677925,9.950047,-8.416101,-11.710981,1.835531,-4.986596,-11.831063,4.458562,-0.708020,11.779394,-4.734097,0.993007,0.218989,9.628671,0.675513,12.097134,-8.557103,-11.537963,-4.237267,6.849544,10.764957,-3.726647,14.896187,-6.339920,-1.696830
-6.637756,9.959303,-8.368288,-11.703966,1.882624,-4.950790,-11.792982,4.501418,-0.678691,11.817147,-4.687772,1.001920,0.228101,9.664273,0.696053,12.115104,-8.543509,-11.533927,-4.216060,6.851241,10.791991,-3.687863,14.911427,-6.334027,-1.662744
-6.597696,9.968143,-8.320453,-11.696528,1.930051,-4.914901,-11.754616,4.544011,-0.648853,11.854961,-4.641246,1.010715,0.237257,9.698295,0.716588,12.132920,-8.529268,-11.529357,-4.194772,6.852726,10.818316,-3.648999,14.926100,-6.327790,-1.628170
-6.557747,9.976566,-8.272594,-11.688667,1.977811,-4.878931,-11.715967,4.586341,-0.618505,11.892834,-4.594519,1.019393,0.246459,9.730740,0.737118,12.150582,-8.514380,-11.524253,-4.173404,6.853999,10.843931,-3.610056,14.940205,-6.321209,-1.593110
-6.517907,9.984573,-8.224713,-11.680382,2.025903,-4.842878,-11.677033,4.628409,-0.587648,11.930767,-4.547591,1.027953,0.255705,9.761605,0.757643,12.168092,-8.498845,-11.518616,-4.151956,6.855061,10.868837,-3.571034,14.953742,-6.314285,-1.557562
-6.478222,9.992174,-8.176806,-11.671669,2.074267,-4.806704,-11.637809,4.670212,-0.556230,11.968671,-4.500417,1.036399,0.265000,9.791047,0.778158,12.185391,-8.482684,-11.512444,-4.130424,6.855915,10.893041,-3.531990,14.966715,-6.307010,-1.521536
-6.438691,9.999371,-8.128875,-11.662528,2.122902,-4.770409,-11.598296,4.711749,-0.524253,12.006545,-4.452995,1.044729,0.274343,9.819067,0.798661,12.202479,-8.465899,-11.505737,-4.108808,6.856563,10.916543,-3.492924,14.979124,-6.299384,-1.485031
-6.399314,10.006163,-8.080917,-11.652958,2.171809,-4.733992,-11.558492,4.753021,-0.491716,12.044390,-4.405327,1.052945,0.283734,9.845663,0.819154,12.219357,-8.448488,-11.498494,-4.087110,6.857003,10.939344,-3.453835,14.990969,-6.291408,-1.448047
-6.360091,10.012550,-8.032935,-11.642960,2.220986,-4.697455,-11.518398,4.794028,-0.458619,12.082206,-4.357413,1.061045,0.293174,9.870837,0.839635,12.236023,-8.430452,-11.490716,-4.065328,6.857236,10.961443,-3.414724,15.002251,-6.283081,-1.410585
-6.321022,10.018531,-7.984928,-11.632533,2.270434,-4.660796,-11.478015,4.834770,-0.424962,12.119991,-4.309251,1.069030,0.302661,9.894587,0.860106,12.252480,-8.411791,-11.482403,-4.043462,6.857262,10.982840,-3.375591,15.012969,-6.274404,-1.372644
-6.282152,10.024121,-7.936893,-11.621673,2.320102,-4.623975,-11.437335,4.875245,-0.390723,12.157670,-4.260813,1.076904,0.312200,9.917057,0.880562,12.268672,-8.392531,-11.473554,-4.021510,6.857085,11.003545,-3.336463,15.023127,-6.265369,-1.334235
-6.243479,10.029319,-7.888831,-11.610381,2.369991,-4.586993,-11.396358,4.915452,-0.355902,12.195242,-4.212099,1.084664,0.321790,9.938247,0.901002,12.284601,-8.372671,-11.464169,-3.999472,6.856705,11.023558,-3.297341,15.032726,-6.255976,-1.295358
-6.205004,10.034125,-7.840742,-11.598655,2.420099,-4.549848,-11.355086,4.955393,-0.320498,12.232707,-4.163109,1.092313,0.331432,9.958156,0.921428,12.300266,-8.352212,-11.454248,-3.977346,6.856121,11.042878,-3.258224,15.041764,-6.246225,-1.256013
-6.166727,10.038539,-7.792626,-11.586497,2.470427,-4.512541,-11.313516,4.995067,-0.284512,12.270065,-4.113842,1.099849,0.341124,9.976785,0.941838,12.315667,-8.331154,-11.443791,-3.955134,6.855334,11.061507,-3.219113,15.050243,-6.236116,-1.216201
-6.128648,10.042561,-7.744482,-11.573906,2.520976,-4.475072,-11.271651,5.034473,-0.247943,12.307315,-4.064299,1.107273,0.350868,9.994133,0.962233,12.330805,-8.309496,-11.432798,-3.932836,6.854343,11.079443,-3.180007,15.058163,-6.225650,-1.175921
-6.090806,10.046205,-7.696310,-11.560878,2.571698,-4.437403,-11.229483,5.073611,-0.210792,12.344392,-4.014462,1.114588,0.360666,10.010330,0.982611,12.345633,-8.287268,-11.421269,-3.910447,6.853153,11.096698,-3.140909,15.065526,-6.214818,-1.135185
-6.053202,10.049472,-7.648109,-11.547413,2.622594,-4.399532,-11.187013,5.112481,-0.173057,12.381293,-3.964330,1.121795,0.370519,10.025375,1.002971,12.360150,-8.264469,-11.409205,-3.887967,6.851763,11.113271,-3.101819,15.072334,-6.203621,-1.093995
-6.015835,10.052362,-7.599879,-11.533512,2.673663,-4.361461,-11.144240,5.151082,-0.134740,12.418020,-3.913903,1.128892,0.380425,10.039269,1.023314,12.374357,-8.241100,-11.396605,-3.865397,6.850172,11.129163,-3.062738,15.078585,-6.192058,-1.052349
-5.978705,10.054875,-7.551620,-11.519174,2.724907,-4.323189,-11.101165,5.189415,-0.095840,12.454573,-3.863182,1.135880,0.390386,10.052011,1.043639,12.388254,-8.217160,-11.383469,-3.842737,6.848381,11.144374,-3.023664,15.084281,-6.180129,-1.010249
-5.941814,10.057011,-7.503332,-11.504400,2.776324,-4.284715,-11.057788,5.227479,-0.056358,12.490951,-3.812167,1.142760,0.400401,10.063602,1.063946,12.401840,-8.192649,-11.369797,-3.819986,6.846391,11.158904,-2.984599,15.089421,-6.167836,-0.967693
-5.905190,10.058785,-7.455014,-11.489186,2.827873,-4.246008,-11.014109,5.265274,-0.016308,12.527098,-3.760850,1.149534,0.410473,10.074157,1.084235,12.415076,-8.167598,-11.355591,-3.797135,6.844203,11.172764,-2.945526,15.094009,-6.155168,-0.924696
-5.868836,10.060198,-7.406666,-11.473532,2.879552,-4.207067,-10.970130,5.302799,0.024308,12.563012,-3.709231,1.156203,0.420603,10.083677,1.104505,12.427961,-8.142008,-11.340851,-3.774184,6.841817,11.185955,-2.906444,15.098046,-6.142127,-0.881258
-5.832751,10.061250,-7.358287,-11.457439,2.931363,-4.167891,-10.925849,5.340054,0.065491,12.598694,-3.657310,1.162767,0.430789,10.092161,1.124757,12.440495,-8.115878,-11.325576,-3.751133,6.839234,11.198477,-2.867355,15.101532,-6.128712,-0.837378
-5.796935,10.061941,-7.309878,-11.440906,2.983305,-4.128481,-10.881267,5.377040,0.107241,12.634144,-3.605087,1.169227,0.441032,10.099609,1.144991,12.452680,-8.089208,-11.309767,-3.727981,6.836453,11.210330,-2.828258,15.104466,-6.114924,-0.793057
-5.761387,10.062270,-7.261439,-11.423933,3.035377,-4.088837,-10.836384,5.413756,0.149558,12.669363,-3.552562,1.175581,0.451333,10.106021,1.165207,12.464513,-8.061998,-11.293423,-3.704729,6.833475,11.221514,-2.789153,15.106848,-6.100761,-0.748294
-5.726129,10.062255,-7.212969,-11.406519,3.087530,-4.048934,-10.791206,5.450202,0.192414,12.704300,-3.499739,1.181834,0.461693,10.111502,1.185404,12.475973,-8.034281,-11.276547,-3.681364,6.830302,11.232042,-2.750010,15.108685,-6.086216,-0.703105
-5.691159,10.061896,-7.164467,-11.388663,3.139762,-4.008772,-10.745734,5.486377,0.235810,12.738957,-3.446616,1.187987,0.472113,10.116052,1.205585,12.487059,-8.006056,-11.259139,-3.657886,6.826933,11.241914,-2.710831,15.109975,-6.071287,-0.657488
