13.731349,6.858323,4.203158,-9.411077,1.195719,-12.188519,-4.630277,6.929829,7.309064,-13.487839,-5.021731,7.404074,10.149019,9.637723,-11.972522,5.143848,1.991954,12.259326,-10.349399,-8.886932,-1.965646,-12.245422,2.125351,4.681461,-3.807886,-0.415452,7.075370,6.817561,3.149054,14.475457
13.759807,6.901496,4.251378,-9.387880,1.197612,-12.170242,-4.622722,6.965472,7.333452,-13.451551,-5.010999,7.416778,10.165931,9.664140,-11.970626,5.168229,2.000646,12.264631,-10.332352,-8.840580,-1.946749,-12.229659,2.148631,4.697482,-3.801625,-0.396328,7.096834,6.856013,3.183292,14.517617
13.787841,6.943943,4.299451,-9.364253,1.199223,-12.151993,-4.614863,7.001047,7.357772,-13.414791,-4.999927,7.429300,10.182883,9.691428,-11.968130,5.191564,2.008761,12.269622,-10.314368,-8.793944,-1.927755,-12.213381,2.171809,4.712770,-3.795226,-0.377206,7.118021,6.895059,3.217131,14.559529
13.815453,6.985663,4.347377,-9.340197,1.200552,-12.133773,-4.606699,7.036554,7.382026,-13.377559,-4.988514,7.441639,10.199873,9.719588,-11.965034,5.213853,2.016299,12.274297,-10.295446,-8.747024,-1.908664,-12.196588,2.194885,4.727326,-3.788689,-0.358086,7.138931,6.934700,3.250569,14.601194
13.842641,7.026656,4.395156,-9.315711,1.201598,-12.115580,-4.598230,7.071993,7.406213,-13.339855,-4.976760,7.453795,10.216902,9.748620,-11.961338,5.235095,2.023260,12.278658,-10.275585,-8.699821,-1.889476,-12.179280,2.217859,4.741150,-3.782014,-0.338967,7.159563,6.974935,3.283607,14.642610
13.869407,7.066924,4.442788,-9.290796,1.202362,-12.097415,-4.589456,7.107365,7.430334,-13.301679,-4.964665,7.465768,10.233970,9.778524,-11.957043,5.255291,2.029643,12.282704,-10.254786,-8.652334,-1.870190,-12.161457,2.240731,4.754242,-3.775202,-0.319851,7.179919,7.015765,3.316245,14.683778
13.895745,7.106457,4.490264,-9.265458,1.202865,-12.079238,-4.580374,7.142678,7.454320,-13.263015,-4.952212,7.477542,10.251083,9.809146,-11.952174,5.274623,2.035491,12.286459,-10.233095,-8.604580,-1.850804,-12.143113,2.263499,4.766738,-3.768250,-0.300737,7.199987,7.057051,3.348482,14.724696
13.921657,7.145256,4.537586,-9.239699,1.203106,-12.061050,-4.570984,7.177932,7.478170,-13.223863,-4.939400,7.489115,10.268243,9.840488,-11.946732,5.293091,2.040804,12.289924,-10.210513,-8.556560,-1.831318,-12.124245,2.286163,4.778637,-3.761161,-0.281624,7.219767,7.098794,3.380316,14.765363
13.947142,7.183321,4.584753,-9.213519,1.203086,-12.042850,-4.561286,7.213128,7.501884,-13.184222,-4.926229,7.500489,10.285448,9.872548,-11.940718,5.310695,2.045582,12.293099,-10.187038,-8.508274,-1.811732,-12.104856,2.308723,4.789940,-3.753933,-0.262513,7.239260,7.140995,3.411749,14.805780
13.972200,7.220652,4.631765,-9.186917,1.202805,-12.024638,-4.551281,7.248265,7.525464,-13.144093,-4.912700,7.511663,10.302698,9.905327,-11.934130,5.327435,2.049825,12.295983,-10.162671,-8.459721,-1.792045,-12.084944,2.331180,4.800648,-3.746567,-0.243404,7.258464,7.183652,3.442781,14.845946
