-4.243295,-0.939598,-3.649486,-1.733792,12.080414,10.186345,-2.431882,-14.162123,1.918229,-6.046483,-5.831820,-11.843203,8.847438,4.108898,-11.467756,-3.305133,5.251783,9.085158,2.229332,-6.756590
-4.225348,-0.905168,-3.605620,-1.690239,12.092323,10.211489,-2.407231,-14.113563,1.933081,-6.001815,-5.802644,-11.806394,8.848765,4.110963,-11.444521,-3.285301,5.285290,9.128710,2.266533,-6.728289
-4.207342,-0.870594,-3.561255,-1.646822,12.103647,10.235961,-2.382447,-14.064534,1.947859,-5.957511,-5.773291,-11.768946,8.849346,4.112889,-11.420383,-3.265111,5.318665,9.171605,2.303555,-6.699685
-4.189278,-0.835875,-3.516392,-1.603541,12.114386,10.259761,-2.357529,-14.015035,1.962561,-5.913571,-5.743763,-11.730857,8.849179,4.114675,-11.395342,-3.244562,5.351906,9.213840,2.340400,-6.670777
-4.171154,-0.801012,-3.471031,-1.560394,12.124541,10.282890,-2.332476,-13.965067,1.977187,-5.869996,-5.714058,-11.692128,8.848265,4.116322,-11.369397,-3.223654,5.385014,9.255418,2.377067,-6.641565
-4.152972,-0.766003,-3.425172,-1.517383,12.134111,10.305348,-2.307290,-13.914629,1.991739,-5.826785,-5.684178,-11.652758,8.846605,4.117830,-11.342549,-3.202388,5.417989,9.296338,2.413556,-6.612050
-4.134717,-0.730856,-3.378856,-1.474524,12.143102,10.327143,-2.281961,-13.863729,2.006234,-5.783930,-5.654120,-11.612760,8.844214,4.119227,-11.314810,-3.180758,5.450820,9.336600,2.449864,-6.582242
-4.116389,-0.695570,-3.332083,-1.431815,12.151513,10.348275,-2.256490,-13.812368,2.020672,-5.741430,-5.623884,-11.572132,8.841094,4.120512,-11.286181,-3.158762,5.483507,9.376205,2.485991,-6.552139
-4.097989,-0.660146,-3.284854,-1.389258,12.159346,10.368744,-2.230877,-13.760545,2.035053,-5.699286,-5.593471,-11.530874,8.837245,4.121687,-11.256661,-3.136402,5.516051,9.415152,2.521937,-6.521743
-4.079516,-0.624582,-3.237169,-1.346853,12.166599,10.388551,-2.205121,-13.708260,2.049378,-5.657497,-5.562881,-11.488987,8.832666,4.122749,-11.226250,-3.113677,5.548451,9.453442,2.557703,-6.491054
-4.060970,-0.588880,-3.189027,-1.304599,12.173273,10.407695,-2.179223,-13.655514,2.063646,-5.616063,-5.532113,-11.446471,8.827358,4.123701,-11.194948,-3.090588,5.580708,9.491074,2.593287,-6.460070
-4.042339,-0.553044,-3.140468,-1.262509,12.179374,10.426185,-2.153179,-13.602308,2.077873,-5.574974,-5.501168,-11.403337,8.821340,4.124570,-11.162777,-3.067127,5.612812,9.528050,2.628689,-6.428803
-4.023622,-0.517076,-3.091492,-1.220583,12.184902,10.444023,-2.126989,-13.548642,2.092059,-5.534229,-5.470046,-11.359586,8.814611,4.125358,-11.129736,-3.043296,5.644763,9.564370,2.663907,-6.397252
-4.004820,-0.480973,-3.042099,-1.178821,12.189857,10.461207,-2.100653,-13.494516,2.106204,-5.493828,-5.438748,-11.315218,8.807173,4.126063,-11.095826,-3.019093,5.676561,9.600034,2.698942,-6.365418
-3.985933,-0.444738,-2.992289,-1.137223,12.194239,10.477738,-2.074171,-13.439931,2.120307,-5.453771,-5.407274,-11.270233,8.799024,4.126687,-11.061045,-2.994520,5.708207,9.635042,2.733794,-6.333299
-3.966960,-0.408369,-2.942062,-1.095789,12.198048,10.493615,-2.047542,-13.384886,2.134370,-5.414058,-5.375622,-11.224630,8.790165,4.127228,-11.025396,-2.969576,5.739700,9.669395,2.768462,-6.300897
-3.947890,-0.371872,-2.891454,-1.054529,12.201291,10.508850,-2.020769,-13.329379,2.148404,-5.374677,-5.343800,-11.178425,8.780620,4.127716,-10.988905,-2.944255,5.771033,9.703094,2.802946,-6.268220
-3.928724,-0.335246,-2.840465,-1.013442,12.203968,10.523443,-1.993850,-13.273410,2.162409,-5.335627,-5.311806,-11.131615,8.770389,4.128149,-10.951574,-2.918557,5.802205,9.736140,2.837245,-6.235269
-3.909460,-0.298492,-2.789096,-0.972530,12.206078,10.537392,-1.966785,-13.216979,2.176385,-5.296908,-5.279640,-11.084203,8.759473,4.128528,-10.913402,-2.892482,5.833217,9.768532,2.871360,-6.202043
-3.890099,-0.261609,-2.737346,-0.931791,12.207622,10.550700,-1.939575,-13.160086,2.190333,-5.258521,-5.247304,-11.036187,8.747871,4.128853,-10.874388,-2.866030,5.864068,9.800271,2.905290,-6.168543
-3.870640,-0.224597,-2.685215,-0.891226,12.208600,10.563364,-1.912220,-13.102731,2.204252,-5.220465,-5.214796,-10.987567,8.735583,4.129123,-10.834535,-2.839202,5.894759,9.831357,2.939035,-6.134768
-3.851074,-0.187462,-2.632735,-0.850841,12.209020,10.575400,-1.884729,-13.044909,2.218152,-5.182733,-5.182121,-10.938359,8.722637,4.129377,-10.793877,-2.811988,5.925280,9.861801,2.972586,-6.100727
-3.831400,-0.150202,-2.579906,-0.810637,12.208880,10.586807,-1.857102,-12.986620,2.232033,-5.145327,-5.149280,-10.888564,8.709031,4.129614,-10.752416,-2.784390,5.955631,9.891604,3.005944,-6.066419
-3.811617,-0.112818,-2.526729,-0.770614,12.208182,10.597586,-1.829340,-12.927864,2.245894,-5.108246,-5.116272,-10.838180,8.694766,4.129834,-10.710152,-2.756407,5.985813,9.920765,3.039109,-6.031846
-3.791727,-0.075311,-2.473202,-0.730772,12.206925,10.607736,-1.801442,-12.868641,2.259737,-5.071490,-5.083098,-10.787208,8.679842,4.130037,-10.667084,-2.728040,6.015826,9.949284,3.072081,-5.997005
-3.771728,-0.037679,-2.419327,-0.691110,12.205109,10.617257,-1.773408,-12.808951,2.273560,-5.035058,-5.049757,-10.735648,8.664260,4.130223,-10.623213,-2.699287,6.045668,9.977161,3.104858,-5.961899
-3.751611,0.000073,-2.365131,-0.651634,12.202743,10.626167,-1.745256,-12.748787,2.287370,-4.998942,-5.016255,-10.683517,8.648044,4.130430,-10.578589,-2.670135,6.075331,10.004408,3.137437,-5.926533
-3.731375,0.037946,-2.310614,-0.612343,12.199826,10.634466,-1.716986,-12.688150,2.301168,-4.963140,-4.982591,-10.630814,8.631195,4.130657,-10.533211,-2.640584,6.104814,10.031024,3.169816,-5.890907
