13.346781,7.280541,0.113425,10.734229,-1.798351,2.791502,4.380462,-14.507275,12.781358,1.988537,-4.342533,12.804813,-4.019263,4.399294,-12.168495,-7.494270,11.258861,-14.089015,-7.701684,-10.290949
13.379512,7.290888,0.151614,10.754293,-1.775013,2.837016,4.390892,-14.484658,12.812485,2.020239,-4.314851,12.843943,-3.982288,4.416086,-12.151877,-7.483697,11.293506,-14.056201,-7.691890,-10.264500
13.411562,7.300893,0.189293,10.773747,-1.751524,2.882454,4.401135,-14.461450,12.843084,2.051994,-4.286802,12.882256,-3.945172,4.432544,-12.134157,-7.472655,11.327423,-14.022489,-7.681590,-10.237515
13.442930,7.310554,0.226461,10.792590,-1.727882,2.927815,4.411190,-14.437651,12.873156,2.083802,-4.258386,12.919754,-3.907915,4.448667,-12.115336,-7.461144,11.360611,-13.987876,-7.670786,-10.209992
13.473617,7.319872,0.263120,10.810822,-1.704087,2.973100,4.421059,-14.413261,12.902699,2.115663,-4.229603,12.956435,-3.870516,4.464455,-12.095413,-7.449164,11.393070,-13.952365,-7.659477,-10.181933
13.503622,7.328847,0.299268,10.828444,-1.680140,3.018308,4.430741,-14.388280,12.931715,2.147577,-4.200452,12.992300,-3.832977,4.479909,-12.074389,-7.436715,11.424801,-13.915954,-7.647663,-10.153336
13.532939,7.337496,0.334905,10.845456,-1.656046,3.063432,4.440278,-14.362726,12.960215,2.179506,-4.170941,13.027351,-3.795291,4.495027,-12.052258,-7.423789,11.455810,-13.878653,-7.635345,-10.124211
13.561566,7.345821,0.370028,10.861859,-1.631804,3.108472,4.449670,-14.336598,12.988199,2.211452,-4.141068,13.061589,-3.757459,4.509808,-12.029019,-7.410383,11.486099,-13.840463,-7.622525,-10.094556
13.589505,7.353821,0.404639,10.877652,-1.607414,3.153428,4.458917,-14.309898,13.015668,2.243413,-4.110834,13.095012,-3.719480,4.524252,-12.004674,-7.396500,11.515667,-13.801383,-7.609200,-10.064373
13.616755,7.361496,0.438738,10.892836,-1.582877,3.198299,4.468019,-14.282624,13.042621,2.275390,-4.080239,13.127622,-3.681355,4.538360,-11.979221,-7.382139,11.544515,-13.761413,-7.595373,-10.033660
13.643316,7.368846,0.472324,10.907410,-1.558192,3.243086,4.476976,-14.254777,13.069058,2.307383,-4.049282,13.159419,-3.643084,4.552131,-11.952662,-7.367299,11.572641,-13.720553,-7.581042,-10.002418
13.669183,7.375890,0.505398,10.921377,-1.533364,3.287782,4.485828,-14.226369,13.094993,2.339359,-4.017974,13.190405,-3.604661,4.565563,-11.924997,-7.351974,11.600056,-13.678815,-7.566210,-9.970656
13.694356,7.382629,0.537960,10.934738,-1.508394,3.332387,4.494574,-14.197401,13.120425,2.371317,-3.986315,13.220581,-3.566086,4.578655,-11.896228,-7.336163,11.626758,-13.636198,-7.550877,-9.938373
13.718837,7.389062,0.570009,10.947491,-1.483282,3.376900,4.503215,-14.167873,13.145354,2.403258,-3.954304,13.249947,-3.527360,4.591408,-11.866353,-7.319866,11.652748,-13.592702,-7.535044,-9.905570
13.742623,7.395190,0.601546,10.959637,-1.458027,3.421322,4.511751,-14.137783,13.169781,2.435181,-3.921941,13.278502,-3.488482,4.603821,-11.835374,-7.303083,11.678025,-13.548327,-7.518710,-9.872246
13.765716,7.401012,0.632570,10.971176,-1.432630,3.465653,4.520181,-14.107134,13.193705,2.467086,-3.889227,13.306248,-3.449452,4.615895,-11.803289,-7.285815,11.702590,-13.503073,-7.501875,-9.838402
13.788114,7.406551,0.663084,10.982114,-1.407096,3.509886,4.528546,-14.075932,13.217141,2.498946,-3.856179,13.333188,-3.410271,4.627631,-11.770110,-7.268055,11.726452,-13.456953,-7.484543,-9.804045
13.809815,7.411804,0.693088,10.992449,-1.381424,3.554021,4.536846,-14.044177,13.240087,2.530759,-3.822797,13.359323,-3.370940,4.639030,-11.735836,-7.249803,11.749611,-13.409966,-7.466713,-9.769177
13.830822,7.416774,0.722582,11.002183,-1.355616,3.598058,4.545080,-14.011870,13.262545,2.562527,-3.789083,13.384653,-3.331458,4.650091,-11.700466,-7.231059,11.772067,-13.362113,-7.448387,-9.733797
13.851133,7.421459,0.751566,11.011315,-1.329671,3.641997,4.553249,-13.979010,13.284513,2.594249,-3.755034,13.409178,-3.291825,4.660815,-11.664002,-7.211824,11.793819,-13.313393,-7.429564,-9.697905
13.870748,7.425860,0.780039,11.019845,-1.303589,3.685839,4.561352,-13.945598,13.305992,2.625924,-3.720652,13.432897,-3.252042,4.671202,-11.626443,-7.192097,11.814868,-13.263807,-7.410244,-9.661500
13.889669,7.429999,0.808007,11.027781,-1.277376,3.729571,4.569417,-13.911637,13.326996,2.657529,-3.685951,13.455817,-3.212110,4.681255,-11.587806,-7.171872,11.835228,-13.213373,-7.390426,-9.624593
13.907894,7.433877,0.835468,11.035125,-1.251032,3.773195,4.577444,-13.877128,13.347525,2.689064,-3.650931,13.477937,-3.172030,4.690975,-11.548093,-7.151148,11.854899,-13.162092,-7.370111,-9.587182
13.925424,7.437492,0.862424,11.041874,-1.224556,3.816711,4.585433,-13.842069,13.367578,2.720529,-3.615592,13.499259,-3.131801,4.700360,-11.507303,-7.129926,11.873881,-13.109964,-7.349297,-9.549268
13.942259,7.440845,0.888873,11.048031,-1.197950,3.860118,4.593384,-13.806462,13.387155,2.751923,-3.579933,13.519781,-3.091425,4.709412,-11.465436,-7.108206,11.892174,-13.056988,-7.327986,-9.510850
13.958399,7.443936,0.914817,11.053594,-1.171212,3.903416,4.601297,-13.770306,13.406257,2.783247,-3.543955,13.539504,-3.050900,4.718130,-11.422492,-7.085987,11.909778,-13.003166,-7.306177,-9.471929
13.973847,7.446788,0.940261,11.058576,-1.144349,3.946591,4.609189,-13.733603,13.424896,2.814482,-3.507671,13.558434,-3.010227,4.726513,-11.378499,-7.063262,11.926712,-12.948515,-7.283872,-9.432512
13.988602,7.449401,0.965207,11.062977,-1.117361,3.989643,4.617060,-13.696352,13.443073,2.845629,-3.471080,13.576573,-2.969405,4.734561,-11.333456,-7.040031,11.942977,-12.893036,-7.261072,-9.392600
14.002665,7.451775,0.989655,11.066797,-1.090248,4.032572,4.624910,-13.658553,13.460787,2.876688,-3.434182,13.593919,-2.928435,4.742274,-11.287364,-7.016292,11.958572,-12.836729,-7.237775,-9.352194
14.016036,7.453910,1.013603,11.070036,-1.063009,4.075377,4.632739,-13.620207,13.478039,2.907659,-3.396978,13.610474,-2.887317,4.749651,-11.240223,-6.992048,11.973498,-12.779593,-7.213983,-9.311291
