-2.616390,-1.402950,2.707541,-11.012635,-6.734215,7.156343,4.411501,-2.730834,-7.063369,-6.919890,9.010324,8.791431,12.897994,9.201100,5.997238,-5.470076,0.237937,1.523115,-4.962657,-10.573266,-2.393195,14.758453,-4.240237,0.509423,6.301540,8.638539,-0.314425,-7.167943,-14.348718,4.056290
-2.611535,-1.398213,2.726734,-10.987211,-6.698032,7.170156,4.440992,-2.704262,-7.054036,-6.902775,9.012095,8.830293,12.911256,9.232091,6.011805,-5.437099,0.239673,1.532428,-4.916245,-10.546870,-2.376076,14.796559,-4.191741,0.535193,6.312005,8.651950,-0.298016,-7.165308,-14.340744,4.091897
-2.606622,-1.392803,2.745661,-10.961107,-6.662446,7.184392,4.470036,-2.678945,-7.044658,-6.886093,9.013896,8.868678,12.924104,9.263181,6.026408,-5.404373,0.241467,1.543016,-4.868943,-10.520442,-2.357716,14.834089,-4.142631,0.561672,6.322131,8.664855,-0.282909,-7.162376,-14.332401,4.126836
-2.601651,-1.386720,2.764321,-10.934322,-6.627456,7.199052,4.498631,-2.654884,-7.035237,-6.869846,9.015727,8.906587,12.936536,9.294372,6.041049,-5.371898,0.243319,1.554877,-4.820753,-10.493981,-2.338113,14.871045,-4.092906,0.588860,6.331921,8.677254,-0.269106,-7.159145,-14.323691,4.161107
-2.596622,-1.379965,2.782714,-10.906857,-6.593063,7.214135,4.526778,-2.632078,-7.025773,-6.854032,9.017590,8.944019,12.948554,9.325663,6.055728,-5.339674,0.245229,1.568012,-4.771673,-10.467488,-2.317269,14.907425,-4.042565,0.616756,6.341372,8.689148,-0.256604,-7.155617,-14.314612,4.194710
-2.591534,-1.372538,2.800841,-10.878712,-6.559266,7.229642,4.554477,-2.610528,-7.016264,-6.838652,9.019483,8.980976,12.960157,9.357054,6.070443,-5.307701,0.247197,1.582421,-4.721704,-10.440962,-2.295183,14.943231,-3.991610,0.645361,6.350486,8.700535,-0.245406,-7.151790,-14.305164,4.227645
-2.586379,-1.364721,2.818735,-10.849916,-6.525927,7.245555,4.581715,-2.589875,-7.006711,-6.823558,9.021423,9.017453,12.971352,9.388487,6.085185,-5.275928,0.249225,1.597732,-4.671012,-10.414405,-2.272005,14.978464,-3.940104,0.674599,6.359234,8.711502,-0.235153,-7.147660,-14.295330,4.259950
-2.581158,-1.356516,2.836396,-10.820471,-6.493044,7.261873,4.608491,-2.570119,-6.997111,-6.808748,9.023412,9.053448,12.982139,9.419963,6.099952,-5.244353,0.251315,1.613944,-4.619597,-10.387816,-2.247734,15.013123,-3.888048,0.704472,6.367615,8.722049,-0.225847,-7.143228,-14.285108,4.291623
-2.575869,-1.347922,2.853826,-10.790376,-6.460619,7.278598,4.634806,-2.551260,-6.987466,-6.794224,9.025448,9.088964,12.992517,9.451481,6.114744,-5.212978,0.253466,1.631057,-4.567458,-10.361196,-2.222370,15.047209,-3.835442,0.734978,6.375629,8.732176,-0.217486,-7.138491,-14.274498,4.322666
-2.570515,-1.338939,2.871022,-10.759632,-6.428650,7.295728,4.660660,-2.533297,-6.977775,-6.779984,9.027532,9.123998,13.002487,9.483042,6.129563,-5.181801,0.255677,1.649071,-4.514597,-10.334545,-2.195913,15.080722,-3.782286,0.766119,6.383277,8.741882,-0.210072,-7.133452,-14.263501,4.353078
-2.565093,-1.329567,2.887986,-10.728237,-6.397139,7.313265,4.686052,-2.516231,-6.968039,-6.766030,9.029663,9.158553,13.012049,9.514645,6.144407,-5.150823,0.257950,1.667987,-4.461012,-10.307862,-2.168364,15.113662,-3.728579,0.797893,6.390559,8.751168,-0.203603,-7.128110,-14.252116,4.382860
-2.559600,-1.319989,2.904754,-10.696228,-6.365970,7.331184,4.710975,-2.499805,-6.958253,-6.752252,9.031859,9.192622,13.021210,9.546243,6.159266,-5.119988,0.260288,1.687535,-4.406834,-10.281150,-2.139861,15.146032,-3.674375,0.830228,6.397447,8.760108,-0.197828,-7.122455,-14.240331,4.412055
-2.554035,-1.310204,2.921325,-10.663604,-6.335142,7.349485,4.735427,-2.484018,-6.948417,-6.738651,9.034120,9.226207,13.029969,9.577838,6.174139,-5.089295,0.262690,1.707714,-4.352065,-10.254407,-2.110405,15.177831,-3.619672,0.863123,6.403941,8.768704,-0.192747,-7.116490,-14.228145,4.440663
-2.548399,-1.300214,2.937699,-10.630367,-6.304656,7.368169,4.759410,-2.468869,-6.938532,-6.725226,9.036446,9.259307,13.038326,9.609430,6.189026,-5.058744,0.265156,1.728525,-4.296703,-10.227635,-2.079997,15.209061,-3.564470,0.896580,6.410042,8.776954,-0.188360,-7.110212,-14.215559,4.468686
-2.542691,-1.290017,2.953876,-10.596515,-6.274513,7.387235,4.782923,-2.454360,-6.928597,-6.711978,9.038836,9.291922,13.046282,9.641017,6.203928,-5.028336,0.267688,1.749968,-4.240748,-10.200833,-2.048635,15.239721,-3.508771,0.930597,6.415748,8.784858,-0.184667,-7.103623,-14.202573,4.496121
-2.536911,-1.279615,2.969856,-10.562048,-6.244710,7.406684,4.805966,-2.440491,-6.918612,-6.698906,9.041291,9.324053,13.053837,9.672600,6.218845,-4.998070,0.270284,1.772042,-4.184202,-10.174001,-2.016320,15.269810,-3.452574,0.965174,6.421061,8.792417,-0.181667,-7.096723,-14.189186,4.522971
-2.531057,-1.269124,2.985677,-10.527000,-6.215155,7.426490,4.828541,-2.427075,-6.908576,-6.685932,9.043826,9.355695,13.060998,9.704141,6.233765,-4.967890,0.272949,1.794544,-4.127168,-10.147125,-1.983186,15.299331,-3.395927,1.000236,6.425958,8.799700,-0.179177,-7.089508,-14.175385,4.549281
-2.525129,-1.258546,3.001339,-10.491369,-6.185847,7.446652,4.850648,-2.414115,-6.898489,-6.673054,9.046443,9.386849,13.067765,9.735640,6.248688,-4.937795,0.275682,1.817475,-4.069648,-10.120206,-1.949233,15.328283,-3.338830,1.035782,6.430439,8.806706,-0.177197,-7.081979,-14.161168,4.575053
-2.519127,-1.247881,3.016842,-10.455157,-6.156786,7.467170,4.872288,-2.401608,-6.888351,-6.660273,9.049140,9.417513,13.074137,9.767097,6.263615,-4.907786,0.278484,1.840834,-4.011640,-10.093243,-1.914461,15.356666,-3.281284,1.071812,6.434504,8.813435,-0.175727,-7.074136,-14.146536,4.600286
-2.513050,-1.237127,3.032185,-10.418363,-6.127971,7.488045,4.893460,-2.389557,-6.878162,-6.647589,9.051919,9.447689,13.080117,9.798512,6.278546,-4.877862,0.281355,1.864621,-3.953146,-10.066237,-1.878869,15.384481,-3.223288,1.108327,6.438153,8.819887,-0.174766,-7.065979,-14.131489,4.624980
-2.506898,-1.226286,3.047369,-10.380987,-6.099404,7.509277,4.914164,-2.377959,-6.867922,-6.635002,9.054778,9.477377,13.085702,9.829885,6.293481,-4.848023,0.284295,1.888837,-3.894165,-10.039187,-1.842459,15.411727,-3.164842,1.145325,6.441385,8.826063,-0.174315,-7.057508,-14.116027,4.649135
